Data Check  ·  25 Aug 2026  ·  history checks: all rows; cross-source: yieldz protocol data + on-chain reads,,,,,,,,,,,
Tab,Farm,Chain,Protocol,APY Now,7d,Verdict,Cross-Source APY,Source,Flags,Risk,Risk Basis
USD Farms,Neverland Interest Bearing USDT0,Monad,Neverland,11.04941,12.08144,CAUTION,,,REWARD-HEAVY(emissions 9.6 of 11.0 unverified),Med-Low (7.1),"score 7.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0)"
USD Farms,eUSD/USDC,Ethereum,Convex Finance,10.98239,9.81794,CAUTION,,,REWARD-HEAVY(emissions 10.3 of 11.0 unverified),Med-High (4.4),"score 4.4; EUSD 4.4 (pharos 4.4); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: EUSD"
USD Farms,JRNOPAL,Ethereum,Strata Markets,10.53003,10.85549,CAUTION,,,NEW(12d history),High (1.4),score 1.4; NOPAL 3.9 (pharos 3.9); -1 tvl<1M; -1.5 junior tranche (first loss)
USD Farms,Stake DAO avUSD/frxUSD Vault,Ethereum,Stake DAO,10.49013,13.3275,CAUTION,,,REWARD-HEAVY(emissions 10.3 of 10.5 unverified),Med-High (4.1),"score 4.1; FRXUSD 6.1 (pharos 6.9, tid 5.5); AVUSD 5.1 (pharos 5.9, tid 4.5); worst leg: AVUSD; -1 tvl<1M"
USD Farms,FRXUSD-AVUSD,Ethereum,Convex Finance,10.24731,9.44038,CAUTION,,,REWARD-HEAVY(emissions 10.1 of 10.2 unverified),Med-High (4.1),"score 4.1; FRXUSD 6.1 (pharos 6.9, tid 5.5); AVUSD 5.1 (pharos 5.9, tid 4.5); worst leg: AVUSD; -1 tvl<1M"
USD Farms,svZCHF collateral,Ethereum,Curve LlamaLend,10.07551,9.52306,CAUTION,,,REWARD-HEAVY(emissions 9.7 of 10.1 unverified),Med-High (4.8),"score 4.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); -1 tvl<1M"
USD Farms,COREUSDC,Ethereum,Upshift,10,10,CAUTION,,,SELF-REPORTED(flat 30d history),High,unrated: internal signals only
USD Farms,wnAUSD / wnUSDC / wnUSDT0,Monad,Balancer V3,9.94365,10.20054,CAUTION,,,REWARD-HEAVY(emissions 7.7 of 9.9 unverified),Med-High,unrated: internal signals only
USD Farms,IdleCDO AA Tranche - Adaptive FrontierUSDC,Ethereum,Pareto Credit,9.375,9.375,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); -2 self-reported; capped 5.9: allocation not visible"
USD Farms,EUSD-USDC,Base,Aerodrome V1,9.31112,8.42714,CAUTION,,,REWARD-HEAVY(emissions 9.3 of 9.3 unverified),High (3.4),"score 3.4; EUSD 4.4 (pharos 4.4); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: EUSD; -1 tvl<1M"
USD Farms,UPUSDC,Ethereum,Upshift,9.09,9.09,CAUTION,,,SELF-REPORTED(flat 30d history),High,unrated: internal signals only
ETH Farms,rETH Liquity LP Carry,Ethereum,Fusion by IPOR,8.60094,8.39512,CAUTION,8.919,ipor-api,REWARD-HEAVY(emissions 6.3 of 8.6 unverified),Med-Low (7.8),"score 7.8; WETH 9.0*; allocation leg 7.8 (liquity-zapper 7.0†@60%, WETH 9.0*@29%, WETH 9.0*@11%, WETH 9.0*@0%); allocation leg governs"
USD Farms,Neverland Interest Bearing USDC,Monad,Neverland,8.53301,8.97218,CAUTION,,,REWARD-HEAVY(emissions 7.1 of 8.5 unverified),Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
USD Farms,For LP | Maturity 14JAN2027,Monad,Pendle,8.1908,8.62038,CAUTION,8.086,pendle-api,REWARD-HEAVY(emissions 6.5 of 8.2 unverified),Med-High (5.6),"score 5.6; USDAT 5.6 (pharos 6.1, tid 4.5, yearn 6.8)"
USD Farms,USDp-gamiUSDC,Avalanche,Balancer V3,7.25734,7.26454,CAUTION,,,REWARD-HEAVY(emissions 5.8 of 7.3 unverified),High (2.0),"score 2.0; USDP 5.6 (pharos 6.2, tid 5.0); GAMIUSDC unrated 3.0; worst leg: GAMIUSDC; -1 tvl<1M"
USD Farms,Pareto AA Tranche - RockawayXUSDC,Ethereum,Pareto Credit,7.125,7.125,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); -2 self-reported; capped 5.9: allocation not visible"
USD Farms,CL50 - 0.05%,Base,Aerodrome Slipstream,7.08015,12.59906,CAUTION,,,REWARD-HEAVY(emissions 7.1 of 7.1 unverified),High (2.0),"score 2.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); JEUR unrated 3.0; worst leg: JEUR; -1 tvl<1M"
ETH Farms,UNIETH-FRXETH,Ethereum,Curve DEX,7.05,2.68857,CAUTION,1.631,on-chain (curve vp 7d),REALIZED-LOW(1.63 vs quoted 7.05),High,unrated: internal signals only
USD Farms,crvUSD/frxUSD,Ethereum,Convex Finance,6.89112,6.14549,CAUTION,,,REWARD-HEAVY(emissions 6.1 of 6.9 unverified),Med-High (5.8),"score 5.8; FRXUSD 6.1 (pharos 6.9, tid 5.5); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD"
USD Farms,Curve LlamaLend sDOLA,Ethereum,Stake DAO,6.77835,6.97925,CAUTION,,,REWARD-HEAVY(emissions 5.1 of 6.8 unverified),Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,Curve Vault for crvUSD,Ethereum,Convex Finance,6.4739,6.28799,CAUTION,,,REWARD-HEAVY(emissions 6.1 of 6.5 unverified),Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,Curve Vault for crvUSD,Ethereum,Convex Finance,6.45329,6.21105,CAUTION,,,REWARD-HEAVY(emissions 6.2 of 6.5 unverified),Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
ETH Farms,Stable AMM - WETH/msETH,Base,Aerodrome V1,6.38509,7.22157,CAUTION,,,REWARD-HEAVY(emissions 6.4 of 6.4 unverified),High (3.0),score 3.0; WETH 9.0*; MSETH unrated 3.0; worst leg: MSETH
ETH Farms,StableV2 AMM - alETH/WETH,OP Mainnet,Velodrome V2,6.38434,6.19061,CAUTION,,,REWARD-HEAVY(emissions 6.4 of 6.4 unverified),High (3.0),score 3.0; WETH 9.0*; ALETH unrated 3.0; worst leg: ALETH
USD Farms,Curve Vault for crvUSD,Ethereum,Convex Finance,6.31603,6.47089,CAUTION,,,REWARD-HEAVY(emissions 4.8 of 6.3 unverified),Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
ETH Farms,StableV2 AMM - msETH/WETH,OP Mainnet,Velodrome V2,6.18625,6.54321,CAUTION,,,REWARD-HEAVY(emissions 6.2 of 6.2 unverified),High (2.0),score 2.0; WETH 9.0*; MSETH unrated 3.0; worst leg: MSETH; -1 tvl<1M
USD Farms,Global Dollar,Ethereum,Aave V4,6.18206,,CAUTION,1.685,yieldz (base),NEW(4d history),Med-Low (7.3),"score 7.3; USDG 7.3 (pharos 6.9, tid 7.0, yearn 8.4)"
ETH Farms,HGETH,Ethereum,Upshift,6.15,6.15,CAUTION,,,SELF-REPORTED(flat 30d history),High (1.4),score 1.4; HGETH 3.4 (yearn 3.4); -2 self-reported
USD Farms,Curve Lend – sDOLA collateral,Ethereum,Convex Finance,6.132619999999999,6.14202,CAUTION,,,REWARD-HEAVY(emissions 4.5 of 6.1 unverified),Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,Curve Lend – syrupUSDC collateral,Ethereum,Convex Finance,6.05391,5.22759,CAUTION,,,REWARD-HEAVY(emissions 4.6 of 6.1 unverified),Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,Curve LlamaLend wstETH,Ethereum,Stake DAO,6.04135,6.92013,CAUTION,,,REWARD-HEAVY(emissions 5.8 of 6.0 unverified),Med-High (4.8),"score 4.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); -1 tvl<1M"
USD Farms,Curve.fi Factory Plain Pool: crvUSD/USDC,Ethereum,Convex Finance,5.94365,6.26909,CAUTION,,,REWARD-HEAVY(emissions 5.5 of 5.9 unverified),Med-High (5.8),"score 5.8; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD"
USD Farms,Lista USDC Savings Vault,Ethereum,Lista Lending,5.88491,6.3348,CAUTION,,,REWARD-HEAVY(emissions 5.8 of 5.9 unverified),Med-Low (7.9),"score 7.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 7.9: not VERIFIED"
USD Farms,Curve LlamaLend sUSDe,Ethereum,Stake DAO,5.8598,6.21512,CAUTION,,,REWARD-HEAVY(emissions 4.4 of 5.9 unverified),Med-High (4.8),"score 4.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); -1 tvl<1M"
USD Farms,Curve Vault for crvUSD,Ethereum,Convex Finance,5.85119,5.51706,CAUTION,,,REWARD-HEAVY(emissions 5.8 of 5.9 unverified),Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,GROVE Farming Pool,Ethereum,Sky Lending,5.72437,5.73977,CAUTION,,,REWARD-HEAVY(emissions 5.7 of 5.7 unverified),Med-Low (7.9),"score 7.9; USDS 8.3 (credora 8.4, pharos 8.0, tid 7.5, yearn 9.6); capped 7.9: not VERIFIED"
USD Farms,Curve.fi Factory Plain Pool: crvUSD/USDT,Ethereum,Convex Finance,5.61534,6.15911,CAUTION,,,REWARD-HEAVY(emissions 5.1 of 5.6 unverified),Med-High (5.8),"score 5.8; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD"
USD Farms,SDAI,Ethereum,Sky Lending,5.32717,5.32717,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.8),score 5.8; SDAI 7.8 (pharos 7.8); -2 self-reported
ETH Farms,Umbrella,Ethereum,Aave V3,5.22096,5.2279,CAUTION,1.542,yieldz (base),REWARD-HEAVY(emissions 3.7 of 5.2 unverified),Med-Low (7.9),"score 7.9; WETH 9.0*; pool collateral leg 8.4 (tBTC 9.0@45%, rETH 8.3*@34%, FBTC 7.3*@4%, weETH 7.0@4%, cbETH 8.3*@4%, XAUt 5.5@3%, LINK 8.0*@2%, BTC.b 7.4@1%, wstETH 8.5*@1%); pool collateral leg governs; capped 7.9: not VERIFIED"
ETH Farms,Volatile AMM - WETH/bsdETH,Base,Aerodrome V1,5.11845,3.90799,CAUTION,,,REWARD-HEAVY(emissions 5.1 of 5.1 unverified),Med-Low (7.4),score 7.4; WETH 9.0*; BSDETH 8.4 (credora 8.4); worst leg: BSDETH; -1 tvl<1M
USD Farms,Lista USDT Savings Vault,Ethereum,Lista Lending,5.055840000000001,5.38845,CAUTION,,,REWARD-HEAVY(emissions 4.3 of 5.1 unverified),Med-Low (7.1),"score 7.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0)"
USD Farms,Curve LlamaLend syrupUSDC,Ethereum,Stake DAO,5.01519,4.88754,CAUTION,,,REWARD-HEAVY(emissions 3.6 of 5.0 unverified),Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,FRAXUSDe,Ethereum,Convex Finance,4.93134,4.92518,CAUTION,,,REWARD-HEAVY(emissions 4.9 of 4.9 unverified),High (3.4),"score 3.4; FRAX 3.9 (pharos 5.6, tid 2.5); USDE 6.8 (pharos 7.2, tid 6.5); worst leg: FRAX; -0.5 pool 77% in FRAX"
USD Farms,CL10 - 0.05%,Base,Aerodrome Slipstream,4.59409,3.87013,CAUTION,,,REWARD-HEAVY(emissions 4.6 of 4.6 unverified),Med-High (5.7),"score 5.7; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); MUSD 5.7 (pharos 5.8, yearn 5.6); worst leg: MUSD"
USD Farms,USDE,Robinhood Chain,Morpho Blue,4.5,4.5,CAUTION,,,REWARD-HEAVY(emissions 4.5 of 4.5 unverified),Med-Low (6.8),"score 6.8; USDE 6.8 (pharos 7.2, tid 6.5)"
USD Farms,EVK Vault eUSDC-17,Monad,Euler V2,4.45933,,CAUTION,4.544,yieldz (base),NEW(6d history),High (2.0),"score 2.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); collateral leg 3.0 (yzPrime unrated@100%); collateral leg governs; -1 tvl<1M"
USD Farms,sreUSD collateral,Ethereum,Curve LlamaLend,4.30574,3.66672,CAUTION,,,REWARD-HEAVY(emissions 3.9 of 4.3 unverified),Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,SGHO,Ethereum,Aave V3,4.25,4.25,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.2),"score 5.2; SGHO 7.2 (pharos 6.5, yearn 8.0); -2 self-reported"
USD Farms,USDD,Tron,JustLend V1,4.108960000000001,4.06902,CAUTION,,,REWARD-HEAVY(emissions 4.1 of 4.1 unverified),High (3.9),"score 3.9; USDD 3.9 (pharos 4.3, tid 3.5)"
USD Farms,SUSDE,Ethereum,Morpho Blue,4.09239,4.09239,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (4.0),"score 4.0; SUSDE 6.0 (pharos 5.5, tid 6.5); -2 self-reported"
USD Farms,Aave InkWhitelabel sUSDe,Ink,Tydro,4.09239,4.09239,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (4.0),"score 4.0; SUSDE 6.0 (pharos 5.5, tid 6.5); -2 self-reported"
USD Farms,Plus,Ethereum,Aave V4,4.09239,4.09239,CAUTION,4.082,yieldz (base+intrinsic),SELF-REPORTED(flat 30d history),Med-High (4.0),"score 4.0; SUSDE 6.0 (pharos 5.5, tid 6.5); pool collateral leg 8.5 (tBTC 9.0@47%, rETH 8.3*@35%, FBTC 7.3*@5%, weETH 7.0@4%, cbETH 8.3*@4%, BTC.b 7.4@1%, wstETH 8.5*@1%, AAVE 8.0*@1%, syrupUSDT 5.5@0%); -2 self-reported"
USD Farms,SUSDE,Ethereum,Morpho Blue,4.09239,4.09239,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (4.0),"score 4.0; SUSDE 6.0 (pharos 5.5, tid 6.5); -2 self-reported"
USD Farms,Prime Instance,Ethereum,Aave V3,4.09239,4.09239,CAUTION,4.082,yieldz (base+intrinsic),SELF-REPORTED(flat 30d history),Med-High (4.0),"score 4.0; SUSDE 6.0 (pharos 5.5, tid 6.5); pool collateral leg 8.5 (tBTC 9.0@47%, rETH 8.3*@35%, FBTC 7.3*@5%, weETH 7.0@4%, cbETH 8.3*@4%, BTC.b 7.4@1%, wstETH 8.5*@1%, AAVE 8.0*@1%, syrupUSDT 5.5@0%); -2 self-reported"
USD Farms,crvUSD borrow,Ethereum,Curve LlamaLend,4.09239,4.09239,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (4.0),"score 4.0; SUSDE 6.0 (pharos 5.5, tid 6.5); -2 self-reported"
USD Farms,SUSDE,Ethereum,Morpho Blue,4.09239,4.09239,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (4.0),"score 4.0; SUSDE 6.0 (pharos 5.5, tid 6.5); -2 self-reported"
USD Farms,Aave Monad sUSDe,Monad,Aave V3,4.09239,4.09239,CAUTION,4.082,yieldz (base+intrinsic),SELF-REPORTED(flat 30d history),Med-High (4.0),"score 4.0; SUSDE 6.0 (pharos 5.5, tid 6.5); pool collateral leg 8.4 (USDC 9.0@60%, USDT0 7.1@25%, GHO 7.0@8%, WETH 9.0*@7%, cbBTC 8.5*@1%); -2 self-reported"
USD Farms,SUSDE,Ethereum,Morpho Blue,4.09239,4.09239,CAUTION,,,SELF-REPORTED(flat 30d history),High (3.0),"score 3.0; SUSDE 6.0 (pharos 5.5, tid 6.5); -2 self-reported; -1 tvl<1M"
USD Farms,SUSDE,Ethereum,Fluid Lending,4.09239,4.09239,CAUTION,,,SELF-REPORTED(flat 30d history),High (3.0),"score 3.0; SUSDE 6.0 (pharos 5.5, tid 6.5); -2 self-reported; -1 tvl<1M"
USD Farms,SUSDE,Ethereum,Morpho Blue,4.09239,4.09239,CAUTION,,,SELF-REPORTED(flat 30d history),High (3.0),"score 3.0; SUSDE 6.0 (pharos 5.5, tid 6.5); -2 self-reported; -1 tvl<1M"
USD Farms,SUSDE,Ethereum,Fluid Lending,4.09239,4.09239,CAUTION,,,SELF-REPORTED(flat 30d history),High (3.0),"score 3.0; SUSDE 6.0 (pharos 5.5, tid 6.5); -2 self-reported; -1 tvl<1M"
USD Farms,Aave Gnosis sDAI,Gnosis,Aave V3,4.07717,4.07717,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.8),score 5.8; SDAI 7.8 (pharos 7.8); -2 self-reported
USD Farms,TENBINUSDC,Ethereum,Morpho Blue,4.00085,,CAUTION,4.015,yieldz (base),NEW(5d history),Med-Low (7.4),"score 7.4; allocation leg 8.4 (WBTC 8.5*@68%, cbBTC 8.5*@15%, weETH 7.0@7%, wstETH 8.5*@7%, WETH 9.0*@3%); -1 tvl<1M"
USD Farms,SPK Farming Pool,Ethereum,SparkLend,3.90511,3.7364,CAUTION,,,REWARD-HEAVY(emissions 3.9 of 3.9 unverified),Med-Low (7.9),"score 7.9; USDS 8.3 (credora 8.4, pharos 8.0, tid 7.5, yearn 9.6); capped 7.9: not VERIFIED"
USD Farms,fxSAVE collateral,Ethereum,Curve LlamaLend,3.7003,3.74125,CAUTION,,,REWARD-HEAVY(emissions 3.7 of 3.7 unverified),Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
USD Farms,SUSDS,Ethereum,Sky Lending,3.52,3.52,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.6),"score 5.6; SUSDS 7.6 (pharos 7.8, tid 7.5); -2 self-reported"
USD Farms,SUSDS,Arbitrum,Sky Lending,3.52,3.52,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.6),"score 5.6; SUSDS 7.6 (pharos 7.8, tid 7.5); -2 self-reported"
USD Farms,Savings USDS,Arbitrum,Spark Savings,3.52,3.52,CAUTION,,,SELF-REPORTED(flat 30d history),Med-Low (6.3),"score 6.3; USDS 8.3 (credora 8.4, pharos 8.0, tid 7.5, yearn 9.6); -2 self-reported"
USD Farms,Spark Savings USDC,Ethereum,Spark Savings,3.52,3.52,CAUTION,,,SELF-REPORTED(flat 30d history),Med-Low (7.0),"score 7.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); -2 self-reported"
USD Farms,SUSDS,Ethereum,Morpho Blue,3.52,3.52,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.6),"score 5.6; SUSDS 7.6 (pharos 7.8, tid 7.5); -2 self-reported"
USD Farms,SUSDS,Ethereum,Morpho Blue,3.52,3.52,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.6),"score 5.6; SUSDS 7.6 (pharos 7.8, tid 7.5); -2 self-reported"
USD Farms,Spark Savings USDC,Avalanche,Spark Savings,3.52,3.52,CAUTION,,,SELF-REPORTED(flat 30d history),Med-Low (7.0),"score 7.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); -2 self-reported"
USD Farms,Savings USDS,Base,Spark Savings,3.52,3.52,CAUTION,,,SELF-REPORTED(flat 30d history),Med-Low (6.3),"score 6.3; USDS 8.3 (credora 8.4, pharos 8.0, tid 7.5, yearn 9.6); -2 self-reported"
USD Farms,SUSDS,OP Mainnet,Sky Lending,3.52,3.52,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.6),"score 5.6; SUSDS 7.6 (pharos 7.8, tid 7.5); -2 self-reported"
USD Farms,Spark sUSDS,Ethereum,SparkLend,3.52,3.52,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.6),"score 5.6; SUSDS 7.6 (pharos 7.8, tid 7.5); -2 self-reported"
USD Farms,PYUSD,Ethereum,Spark Savings,3.52,3.52,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (4.7),"score 4.7; PYUSD 7.7 (credora 9.5, pharos 6.9, tid 7.0); -2 self-reported; -1 tvl<1M"
USD Farms,Spark Savings USDG,Robinhood Chain,Spark Savings,3.5,3.5,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.3),"score 5.3; USDG 7.3 (pharos 6.9, tid 7.0, yearn 8.4); -2 self-reported"
USD Farms,CL50 - 0.007%,Base,Aerodrome Slipstream,3.41684,20.56252,CAUTION,,,REWARD-HEAVY(emissions 3.4 of 3.4 unverified),Med-Low (7.9),"score 7.9; EURC 8.3 (pharos 8.3); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: EURC; capped 7.9: not VERIFIED"
USD Farms,CL1 - 0.01%,Base,Aerodrome Slipstream,3.37385,2.66371,CAUTION,,,REWARD-HEAVY(emissions 3.4 of 3.4 unverified),High (3.4),"score 3.4; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); EUSD 4.4 (pharos 4.4); worst leg: EUSD; -1 tvl<1M"
USD Farms,GTPATHUSDP,Tempo,Morpho Blue,3.25517,3.24441,CAUTION,,,REWARD-HEAVY(emissions 3.2 of 3.3 unverified),High,unrated: internal signals only
USD Farms,wstETH collateral,Ethereum,Curve LlamaLend,3.0765,3.44789,CAUTION,,,REWARD-HEAVY(emissions 2.8 of 3.1 unverified),Med-High (5.8),"score 5.8; CRVUSD 5.8 (pharos 7.3, tid 4.5)"
ETH Farms,Aave Celo WETH,Celo,Aave V3,2.93411,2.96111,CAUTION,,,REWARD-HEAVY(emissions 2.9 of 2.9 unverified),Med-Low (7.9),score 7.9; WETH 9.0*; capped 7.9: not VERIFIED
ETH Farms,Neverland Interest Bearing WETH,Monad,Neverland,2.91091,3.13575,CAUTION,,,REWARD-HEAVY(emissions 2.8 of 2.9 unverified),Med-Low (7.9),score 7.9; WETH 9.0*; capped 7.9: not VERIFIED
ETH Farms,Lista WETH Savings Vault,Ethereum,Lista Lending,2.79939,3.15305,CAUTION,,,REWARD-HEAVY(emissions 2.0 of 2.8 unverified),Med-Low (7.9),score 7.9; WETH 9.0*; capped 7.9: not VERIFIED
ETH Farms,frxUSD borrow,Ethereum,Fraxlend,2.5569,2.5569,CAUTION,,,SELF-REPORTED(flat 30d history),Med-Low (6.0),score 6.0; SFRXETH 8.0*; -2 self-reported
ETH Farms,CBETH,Base,Morpho Blue,2.40864,2.40864,CAUTION,,,SELF-REPORTED(flat 30d history),Med-Low (6.3),score 6.3; CBETH 8.3*; -2 self-reported
ETH Farms,CBETH,Base,Morpho Blue,2.40864,2.40864,CAUTION,,,SELF-REPORTED(flat 30d history),Med-Low (6.3),score 6.3; CBETH 8.3*; -2 self-reported
ETH Farms,CBETH,Base,Morpho Blue,2.40864,2.40864,CAUTION,,,SELF-REPORTED(flat 30d history),Med-Low (6.3),score 6.3; CBETH 8.3*; -2 self-reported
ETH Farms,CBETH,Base,Morpho Blue,2.40864,2.40864,CAUTION,,,SELF-REPORTED(flat 30d history),Med-Low (6.3),score 6.3; CBETH 8.3*; -2 self-reported
ETH Farms,USDC-pool,Base,Compound V3,2.40864,2.40864,CAUTION,,,SELF-REPORTED(flat 30d history),Med-Low (6.3),score 6.3; CBETH 8.3*; -2 self-reported
ETH Farms,CBETH,Base,Morpho Blue,2.40864,2.40864,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.3),score 5.3; CBETH 8.3*; -2 self-reported; -1 tvl<1M
ETH Farms,WETH-pool,Base,Compound V3,2.40864,2.40864,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.3),score 5.3; CBETH 8.3*; -2 self-reported; -1 tvl<1M
ETH Farms,CBETH,Base,Morpho Blue,2.40864,2.40864,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.3),score 5.3; CBETH 8.3*; -2 self-reported; -1 tvl<1M
ETH Farms,Aave Arbitrum weETH,Arbitrum,Aave V3,2.36418,2.36418,CAUTION,2.175,yieldz (base+intrinsic),SELF-REPORTED(flat 30d history),Med-High (5.0),"score 5.0; WEETH 7.0 (tid 7.0); pool collateral leg 8.7 (WETH 9.0*@34%, WBTC 8.5*@28%, USDC 9.0@23%, wstETH 8.5*@8%, USD₮0 7.1@6%, rETH 8.3*@0%); -2 self-reported"
ETH Farms,WEETH,Ethereum,Morpho Blue,2.36415,2.36415,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.0),score 5.0; WEETH 7.0 (tid 7.0); -2 self-reported
ETH Farms,Spark weETH,Ethereum,SparkLend,2.36415,2.36415,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.0),score 5.0; WEETH 7.0 (tid 7.0); -2 self-reported
ETH Farms,WEETH,Ethereum,Morpho Blue,2.36415,2.36415,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.0),score 5.0; WEETH 7.0 (tid 7.0); -2 self-reported
ETH Farms,Core,Ethereum,Aave V4,2.36415,2.36415,CAUTION,2.175,yieldz (base+intrinsic),SELF-REPORTED(flat 30d history),Med-High (5.0),"score 5.0; WEETH 7.0 (tid 7.0); pool collateral leg 8.5 (tBTC 9.0@47%, rETH 8.3*@35%, FBTC 7.3*@5%, cbETH 8.3*@4%, XAUt 5.5@3%, LINK 8.0*@2%, BTC.b 7.4@1%, wstETH 8.5*@1%, AAVE 8.0*@1%); -2 self-reported"
ETH Farms,WEETH,Ethereum,Morpho Blue,2.36415,2.36415,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.0),score 5.0; WEETH 7.0 (tid 7.0); -2 self-reported
ETH Farms,ETH-pool,Ethereum,Compound V3,2.36415,2.36415,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.0),score 5.0; WEETH 7.0 (tid 7.0); -2 self-reported
ETH Farms,WEETH,Ethereum,Morpho Blue,2.36415,2.36415,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.0),score 5.0; WEETH 7.0 (tid 7.0); -2 self-reported
ETH Farms,weETH,Ethereum,Dolomite,2.36415,2.36415,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.0),score 5.0; WEETH 7.0 (tid 7.0); -2 self-reported
ETH Farms,Aave Monad weETH,Monad,Aave V3,2.36415,2.36415,CAUTION,2.175,yieldz (base+intrinsic),SELF-REPORTED(flat 30d history),Med-High (5.0),"score 5.0; WEETH 7.0 (tid 7.0); pool collateral leg 8.4 (USDC 9.0@60%, USDT0 7.1@25%, GHO 7.0@8%, WETH 9.0*@7%, cbBTC 8.5*@1%); -2 self-reported"
ETH Farms,WEETH,Katana,Morpho Blue,2.36415,2.36415,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.0),score 5.0; WEETH 7.0 (tid 7.0); -2 self-reported
ETH Farms,Aave Linea weETH,Linea,Aave V3,2.36415,2.36415,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.0),score 5.0; WEETH 7.0 (tid 7.0); -2 self-reported
ETH Farms,WEETH,Ethereum,Fluid Lending,2.36415,2.36415,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.0),score 5.0; WEETH 7.0 (tid 7.0); -2 self-reported
ETH Farms,WEETH,Ethereum,Morpho Blue,2.36415,2.36415,CAUTION,,,SELF-REPORTED(flat 30d history),Med-High (5.0),score 5.0; WEETH 7.0 (tid 7.0); -2 self-reported
