Data Check  ·  25 Aug 2026  ·  history checks: all rows; cross-source: yieldz protocol data + on-chain reads,,,,,,,,,,,
Tab,Farm,Chain,Protocol,APY Now,7d,Verdict,Cross-Source APY,Source,Flags,Risk,Risk Basis
USD Farms,mHYPER,Ethereum,Midas RWA,5.73,5.73,VERIFIED,3.047,on-chain (7d realized),,Med-High (5.6),"score 5.6; MHYPER 5.6 (pharos 4.9, yearn 6.4)"
USD Farms,CRVUSD-USDC,OP Mainnet,Curve DEX,5.72414,5.43703,VERIFIED,5.561,curve-api (total),,Med-High (4.8),"score 4.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: CRVUSD; -1 tvl<1M"
USD Farms,FRAX-USDC,Ethereum,Curve DEX,5.71204,5.42594,VERIFIED,5.685,curve-api (total),,High (2.9),"score 2.9; FRAX 3.9 (pharos 5.6, tid 2.5); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: FRAX; -1 pool 90% in FRAX"
USD Farms,JLP Market,Solana,Kamino Lend,5.69486,5.79299,VERIFIED,6.333,kamino-api,,Med-High (4.6),"score 4.6; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); market reserves leg 6.6 (JLP 6.5*@92%, USDT 7.1@4%, PYUSD 7.7@3%, USDG 7.3@1%, USD1 6.9@0%, SOL 8.5*@0%); market reserves leg governs; -1 tvl<1M; -1 util 96%"
USD Farms,HUMAUSDC,Ethereum,Morpho Blue,5.68583,6.3882,VERIFIED,6.301,yieldz (base),,High (2.5),score 2.5; allocation leg 3.0 (PST unrated@100%); -0.5 concentrated book 100%
USD Farms,GTUSDCF,Base,Morpho Blue,5.65939,5.48337,VERIFIED,5.29,yieldz (base),,Med-High (4.9),"score 4.9; allocation leg 4.9 (cbXRP unrated@43%, SOL 8.5*@20%, cbADA unrated@17%, JitoSOL 8.0*@12%, WETH 9.0*@0%, LBTC 7.5*@0%, cbBTC 8.5*@0%, wstETH 8.5*@0%)"
USD Farms,PayPool,Ethereum,Curve DEX,5.65917,5.60934,VERIFIED,5.169,curve-api (total),,Med-Low (7.7),"score 7.7; PYUSD 7.7 (credora 9.5, pharos 6.9, tid 7.0); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: PYUSD"
USD Farms,ZCHF/CRVUSD,Ethereum,Curve DEX,5.65039,5.41383,VERIFIED,4.932,curve-api (total),,Med-High (4.8),"score 4.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); ZCHF 5.8 (pharos 8.0, tid 4.0); worst leg: CRVUSD; -1 tvl<1M"
USD Farms,APXUSD-USDC,Ethereum,Curve DEX,5.62,4.80286,VERIFIED,4.336,on-chain (curve vp 7d),,High (1.8),"score 1.8; APXUSD 2.3 (pharos 0.5, tid 3.0, yearn 3.6); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: APXUSD; -0.5 pool 79% in apxUSD"
USD Farms,TAU InfiniFi Pointsmax,Ethereum,Fusion by IPOR,5.61977,5.90313,VERIFIED,5.62,ipor-api,,High (1.5),"score 1.5; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); allocation leg 3.0 (siUSD unrated@100%, USDC 9.0@0%); allocation leg governs; -1 tvl<1M; -0.5 concentrated book 100%"
USD Farms,DOLA/sUSDS,Ethereum,Convex Finance,5.619199999999999,5.40462,VERIFIED,2.961,curve-api (total),,Med-High (4.5),"score 4.5; DOLA 5.0 (pharos 5.6, tid 4.5); SUSDS 7.6 (pharos 7.8, tid 7.5); worst leg: DOLA; -0.5 pool 75% in DOLA"
USD Farms,SATUSDC,Ethereum,Morpho Blue,5.5889,6.04163,VERIFIED,6.191,yieldz (base),,High (3.0),"score 3.0; allocation leg 4.0 (PT-sUSDat-27AUG2026→sUSDat 3.0@51%, PT-USDat-27AUG2026→USDat 5.1@44%, PT-sUSDat-14JAN2027→sUSDat 3.0@2%, sUSDat 3.5@1%, PT-USDat-14JAN2027→USDat 5.1@1%); -1 util 100%"
USD Farms,Huma Market,Solana,Kamino Lend,5.57988,5.92346,VERIFIED,6.455,kamino-api,,High (1.0),"score 1.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); market reserves leg 3.0 (PST unrated@100%, USDS 8.3@0%, USDG 7.3@0%); market reserves leg governs; -1 tvl<1M; -1 util 93%"
USD Farms,Aave Monad USDe,Monad,Aave V3,5.569059999999999,5.69193,VERIFIED,0.433,yieldz (base),,Med-Low (6.8),"score 6.8; USDE 6.8 (pharos 7.2, tid 6.5); pool collateral leg 8.4 (USDC 9.0@60%, USDT0 7.1@25%, GHO 7.0@8%, WETH 9.0*@7%, cbBTC 8.5*@1%)"
USD Farms,sUSDe/crvUSD,Ethereum,Curve DEX,5.55505,5.75085,VERIFIED,2.72,curve-api (total),,Med-High (4.8),"score 4.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); SUSDE 6.0 (pharos 5.5, tid 6.5); worst leg: CRVUSD; -1 tvl<1M"
USD Farms,DOLA/sUSDe,Ethereum,Convex Finance,5.55388,5.57002,VERIFIED,2.82,curve-api (total),,Med-High (5.0),"score 5.0; DOLA 5.0 (pharos 5.6, tid 4.5); SUSDE 6.0 (pharos 5.5, tid 6.5); worst leg: DOLA"
USD Farms,SUSDE,Ethereum,Aave V3,5.53123,5.34069,VERIFIED,4.082,yieldz (base+intrinsic),,Med-Low (6.0),"score 6.0; SUSDE 6.0 (pharos 5.5, tid 6.5); pool collateral leg 8.5 (tBTC 9.0@47%, rETH 8.3*@35%, FBTC 7.3*@5%, weETH 7.0@4%, cbETH 8.3*@4%, BTC.b 7.4@1%, wstETH 8.5*@1%, AAVE 8.0*@1%, syrupUSDT 5.5@0%)"
ETH Farms,YIELDETH,Ethereum,Lagoon,5.52652,6.89453,VERIFIED,3.554,on-chain (7d realized),,Med-High (5.1),"score 5.1; strategy book leg 6.1 (YIELDETH unrated@38%, Convex - fxUSDnr† 7.0†@35%, SmarDex - stETH~stETH 9.5†@25%); -1 tvl<1M"
USD Farms,USD3-SCRVUSD,Ethereum,Curve DEX,5.51613,8.75207,VERIFIED,4.928,curve-api (total),,High (4.0),"score 4.0; USD3 5.0 (pharos 7.2, tid 3.5, yearn 4.4); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: USD3; -1 tvl<1M"
USD Farms,Core,Ethereum,Aave V4,5.50568,3.6755,VERIFIED,1.596,yieldz (base),,Med-Low (6.1),"score 6.1; FRXUSD 6.1 (pharos 6.9, tid 5.5)"
USD Farms,Curve.fi Strategic USD Reserves,Ethereum,Convex Finance,5.49421,4.84984,VERIFIED,2.232,curve-api (total),,Med-Low (7.1),"score 7.1; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); worst leg: USDT"
USD Farms,alUSD/sDOLA,Ethereum,Convex Finance,5.45161,5.02103,VERIFIED,2.703,curve-api (total),,High (0.7),"score 0.7; SDOLA 4.9 (pharos 5.4, tid 4.5); ALUSD 2.7 (pharos 2.7); worst leg: ALUSD; -1 tvl<1M; -1 pool 87% in alUSD"
USD Farms,For buying PT-sUSDf-17DEC2026,Ethereum,Pendle,5.43116,5.38841,VERIFIED,5.431,pendle-api,,High,unrated: internal signals only
ETH Farms,RETH-WAETHWETH,Ethereum,Balancer V3,5.41783,4.98367,VERIFIED,3.879,merkl (reward APR),,High (3.0),score 3.0; RETH 8.3*; WAETHWETH unrated 3.0; worst leg: WAETHWETH
USD Farms,wsrUSD/USDC,Monad,Curvance,5.41622,5.41629,VERIFIED,2.716,curvance on-chain,,Med-High (4.5),"score 4.5; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); collateral leg 4.5 (wsrUSD 4.5@100%); collateral leg governs"
USD Farms,JRPRIME,Ethereum,Strata Markets,5.38965,5.92407,VERIFIED,5.25,strata on-chain lens,,High,unrated: internal signals only
USD Farms,Prime,Ethereum,Aave V4,5.38861,3.86272,VERIFIED,4.143,yieldz (base),,Med-Low (6.4),"score 6.4; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); pool collateral leg 8.4 (tBTC 9.0@45%, rETH 8.3*@34%, FBTC 7.3*@4%, weETH 7.0@4%, cbETH 8.3*@4%, XAUt 5.5@3%, LINK 8.0*@2%, BTC.b 7.4@1%, wstETH 8.5*@1%); pool collateral leg governs; -1 tvl<1M; -1 util 93%"
USD Farms,EVK Vault eUSDT0-13,Monad,Euler V2,5.38133,5.38117,VERIFIED,5.381,yieldz (base),,High (1.0),"score 1.0; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); collateral leg 3.0 (syzUSD unrated@100%); collateral leg governs; -1 tvl<1M; -1 util 92%"
USD Farms,SENPYUSDMAIN,Ethereum,Morpho Blue,5.344519999999999,5.64864,VERIFIED,2.696,yieldz (base),,Med-High (4.2),"score 4.2; allocation leg 5.2 (kBTC unrated@40%, syrupUSDC 6.8@22%, weETH 7.0@20%, sUSDe 6.0@15%, wstETH 8.5*@1%, LBTC 7.5*@1%, cbBTC 8.5*@1%, WBTC 8.5*@0%, PT-sUSDE-13AUG2026→sUSDE 5.5@0%, WETH 9.0*@0%); -1 util 95%"
USD Farms,INFINIFIUSDC,Ethereum,Morpho Blue,5.33027,5.83139,VERIFIED,5.285,yieldz (base),,High (2.5),"score 2.5; allocation leg 3.0 (siUSD unrated@100%, iUSD 4.5@0%); -0.5 concentrated book 100%"
USD Farms,INFINIFIUSDC,Ethereum,Morpho Blue,5.32926,5.81549,VERIFIED,5.285,yieldz (base),,High (2.5),"score 2.5; allocation leg 3.0 (siUSD unrated@100%, iUSD 4.5@0%); -0.5 concentrated book 100%"
USD Farms,BBQUSDC,Base,Morpho Blue,5.30876,5.14505,VERIFIED,4.994,yieldz (base),,High (3.4),"score 3.4; BBQUSDC 8.3 (pharos 8.3); allocation leg 3.4 (cbXRP unrated@85%, SOL 8.5*@5%, JitoSOL 8.0*@1%); allocation leg governs"
USD Farms,Aave Monad USDT0,Monad,Aave V3,5.308479999999999,11.66061,VERIFIED,3.239,yieldz (base),,Med-Low (7.1),"score 7.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); pool collateral leg 8.8 (USDC 9.0@80%, GHO 7.0@10%, WETH 9.0*@9%, cbBTC 8.5*@1%)"
USD Farms,Moo Curve PayPool,Ethereum,Beefy,5.30312,5.34626,VERIFIED,5.169,curve-api (total),,Med-Low (6.7),"score 6.7; PYUSD 7.7 (credora 9.5, pharos 6.9, tid 7.0); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: PYUSD; -1 tvl<1M"
USD Farms,GTUSDCRWA,Ethereum,Morpho Blue,5.30153,5.66064,VERIFIED,5.923,yieldz (base),,Med-High (4.8),"score 4.8; allocation leg 4.8 (PT-reUSD-10DEC2026→reUSD 4.7@79%, reUSD 5.2@21%, PT-reUSD-25JUN2026→reUSD 4.7@0%)"
USD Farms,TESS USDC Lending Optimiser,Ethereum,Fusion by IPOR,5.2932,5.65533,VERIFIED,5.313,ipor-api,,Med-High (4.6),"score 4.6; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); allocation leg 5.6 (PT-reUSD-10DEC2026→reUSD 4.7@18%, wFalconX unrated@15%, AA_FalconXUSDC 5.8@15%, WBTC 8.5*@14%, wstETH 8.5*@12%, mF-ONE 4.8@11%, reUSD 5.2@10%, wsrUSD 4.5@5%, USDC 9.0@0%); allocation leg governs; -1 tvl<1M"
USD Farms,GTUSDCF,Ethereum,Morpho Blue,5.27835,5.44713,VERIFIED,5.127,yieldz (base),,Med-High (5.2),"score 5.2; allocation leg 5.7 (AA_FalconXUSDC 5.8@92%, PT-sUSDD-27AUG2026→sUSDD 3.6@6%, LBTC 7.5*@1%, PT-USDG-28MAY2026→USDG 6.8@0%, cbBTC 8.5*@0%, weETH 7.0@0%, sUSDD 4.1@0%, syrupUSDC 6.8@0%); -0.5 concentrated book 92%"
USD Farms,USDC,Monad,Aave V3,5.26986,5.27447,VERIFIED,3.346,yieldz (base),,Med-Low (7.5),"score 7.5; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); pool collateral leg 7.5 (USDT0 7.1@62%, GHO 7.0@19%, WETH 9.0*@17%, cbBTC 8.5*@2%); pool collateral leg governs"
USD Farms,BBQUSDC,Ethereum,Morpho Blue,5.24628,5.57197,VERIFIED,5.111,yieldz (base),,Med-High (6.0),"score 6.0; BBQUSDC 8.3 (pharos 8.3); allocation leg 6.0 (mF-ONE 4.8@33%, cbBTC 8.5*@26%, PT-reUSD-10DEC2026→reUSD 4.7@22%, AA_FalconXUSDC 5.8@15%, weETH 7.0@3%, cbBTC 8.5*@0%, weETH 7.0@0%, USCC 6.0@0%); allocation leg governs"
USD Farms,Curve,Ethereum,Stake DAO,5.239599999999999,4.70387,VERIFIED,2.232,curve-api (total),,Med-Low (6.1),"score 6.1; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); worst leg: USDT; -1 tvl<1M"
USD Farms,For LP | Maturity 17DEC2026,Ethereum,Pendle,5.18793,5.41536,VERIFIED,5.197,pendle-api,,High,unrated: internal signals only
USD Farms,Obligate Market,Solana,Kamino Lend,5.17127,5.32935,VERIFIED,5.587,kamino-api,,High (2.0),"score 2.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); market reserves leg 3.0 (oTFY unrated@100%); market reserves leg governs; -1 tvl<1M"
USD Farms,CRVUSD-USDT,OP Mainnet,Curve DEX,5.16617,4.93561,VERIFIED,5.105,curve-api (total),,Med-High (4.8),"score 4.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); worst leg: CRVUSD; -1 tvl<1M"
USD Farms,ARMUSDCS,Ethereum,Morpho Blue,5.16049,5.11883,VERIFIED,4.882,yieldz (base),,Med-Low (7.0),"score 7.0; allocation leg 7.0 (cbBTC 8.5*@45%, WBTC 8.5*@15%, reUSD 5.2@13%, v-wmtUSDC unrated@13%, PT-reUSD-10DEC2026→reUSD 4.7@10%, wstETH 8.5*@5%, PT-USDG-24SEP2026→USDG 6.8@0%)"
USD Farms,EARNAUSD,Monad,Upshift,5.15931,5.37703,VERIFIED,5.549,on-chain (7d realized),,Med-High,unrated: internal signals only
USD Farms,IPOR USDC Lending Optimizer Ethereum,Ethereum,Fusion by IPOR,5.1512,4.64629,VERIFIED,4.909,ipor-api,,Med-Low (7.3),"score 7.3; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); allocation leg 8.3 (aave-v3 8.5†@87%, euler?0x797dd8 6.0†@10%, USDC 9.0@3%, WBTC 8.5*@0%, wstETH 8.5*@0%); allocation leg governs; -1 tvl<1M"
ETH Farms,Aura,Ethereum,Beefy,5.1306,4.75067,VERIFIED,5.261,beefy-api,,High (2.0),score 2.0; RETH 8.3*; WAETHWETH unrated 3.0; worst leg: WAETHWETH; -1 tvl<1M
USD Farms,EVK Vault eAUSD-20,Monad,Euler V2,5.12567,5.0831,VERIFIED,5.126,yieldz (base),,Med-High (4.6),"score 4.6; AUSD 6.1 (pharos 6.3, tid 6.0); collateral leg 5.6 (PT-AUSD-8OCT2026→AUSD 5.6@100%); collateral leg governs; -1 util 95%"
USD Farms,Umbrella,Ethereum,Aave V3,5.103899999999999,4.69279,VERIFIED,3.496,yieldz (base),,Med-Low (6.1),"score 6.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); pool collateral leg 8.4 (tBTC 9.0@45%, rETH 8.3*@34%, FBTC 7.3*@4%, weETH 7.0@4%, cbETH 8.3*@4%, XAUt 5.5@3%, LINK 8.0*@2%, BTC.b 7.4@1%, wstETH 8.5*@1%); -1 util 92%"
USD Farms,USUALUSDC+,Ethereum,Morpho Blue,5.08753,5.74269,VERIFIED,3.884,yieldz (base),,Low (8.5),"score 8.5; allocation leg 8.5 (wstETH 8.5*@78%, wstETH 8.5*@21%)"
USD Farms,avUSD/savUSD,Monad,Curve DEX,5,5,VERIFIED,5,merkl (reward APR),,High (3.8),"score 3.8; AVUSD 5.1 (pharos 5.9, tid 4.5); SAVUSD 4.8 (pharos 5.2, tid 4.5); worst leg: SAVUSD; -1 tvl<1M"
USD Farms,Aave Horizon RWA RLUSD,Ethereum,Aave V3,4.98482,4.98662,VERIFIED,1.878,yieldz (base),,Low (8.1),"score 8.1; RLUSD 8.1 (credora 9.5, pharos 7.9, tid 7.0); pool collateral leg 8.5 (tBTC 9.0@47%, rETH 8.3*@35%, FBTC 7.3*@5%, weETH 7.0@4%, cbETH 8.3*@4%, BTC.b 7.4@1%, wstETH 8.5*@1%, AAVE 8.0*@1%, syrupUSDT 5.5@0%)"
USD Farms,SATUSDC,Monad,Morpho Blue,4.96933,5.14233,VERIFIED,4.559,yieldz (base),,High (3.6),"score 3.6; allocation leg 5.1 (PT-USDat-14JAN2027→USDat 5.1@99%, PT-USDat-27AUG2026→USDat 5.1@1%); -1 util 100%; -0.5 concentrated book 99%"
USD Farms,SKYMONEYUSDCRISKCAPITAL,Ethereum,Morpho Blue,4.95853,5.15901,VERIFIED,4.988,yieldz (base),,Med-Low (6.9),score 6.9; allocation leg 7.4 (stUSDS 7.4@100%); -0.5 concentrated book 100%
USD Farms,SDUSDCV2,Ethereum,Morpho Blue,4.95694,5.49806,VERIFIED,5.026,yieldz (base),,High (3.3),"score 3.3; allocation leg 4.8 (mF-ONE 4.8@100%, sDOLA 4.9@0%); -1 tvl<1M; -0.5 concentrated book 100%"
USD Farms,USDT,Solana,Project 0,4.95342,4.96567,VERIFIED,4.971,p0-api,,Med-High (5.9),"score 5.9; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); -1 tvl<1M; capped 5.9: collateral not visible"
USD Farms,reUSD/sUSDe,Ethereum,Curve DEX,4.93,6.68714,VERIFIED,6.695,on-chain (curve vp 7d),,Med-High (5.2),"score 5.2; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0); SUSDE 6.0 (pharos 5.5, tid 6.5); worst leg: REUSD"
USD Farms,AUSDC,Ethereum,Morpho Blue,4.90572,5.28869,VERIFIED,5.285,yieldz (base),,High (2.5),"score 2.5; allocation leg 3.0 (siUSD unrated@100%, iUSD 4.5@0%); -0.5 concentrated book 100%"
USD Farms,Figure Market,Solana,Kamino Lend,4.89394,4.97644,VERIFIED,4.859,kamino-api,,High (3.8),"score 3.8; PYUSD 7.7 (credora 9.5, pharos 6.9, tid 7.0); market reserves leg 4.8 (PRIME unrated@60%, USDC 9.0@27%, CASH 4.3@12%, USDS 8.3@1%, wYLDS 6.0@0%, USDT 7.1@0%); market reserves leg governs; -1 util 95%"
USD Farms,crvUSD/frxUSD,Ethereum,Curve DEX,4.886509999999999,4.14146,VERIFIED,4.099,curve-api (total),,Med-High (5.8),"score 5.8; FRXUSD 6.1 (pharos 6.9, tid 5.5); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD"
ETH Farms,CSCOREETH,Base,Morpho Blue,4.84714,4.81808,VERIFIED,1.751,yieldz (base),,Med-Low (7.8),"score 7.8; allocation leg 8.3 (cbETH 8.3*@96%, wstETH 8.5*@1%, cbBTC 8.5*@1%, wstETH 8.5*@0%, rETH 8.3*@0%); -0.5 concentrated book 96%"
USD Farms,USDT0,Plasma,Aave V3,4.79228,6.25012,VERIFIED,3.548,yieldz (base),,Med-Low (7.1),"score 7.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); pool collateral leg 9.0 (WETH 9.0*@100%, PT-sUSDE-9APR2026→sUSDE 5.5@0%, PT-USDe-15JAN2026→USDe 6.3@0%, PT-sUSDE-15JAN2026→sUSDE 5.5@0%, PT-USDe-9APR2026→USDe 6.3@0%)"
USD Farms,GUSDCE,Ethereum,Morpho Blue,4.75739,4.96031,VERIFIED,4.802,yieldz (base),,Med-High (5.8),"score 5.8; allocation leg 5.8 (PST unrated@30%, cbBTC 8.5*@27%, weETH 7.0@16%, reUSD 5.2@15%, PT-USDat-27AUG2026→USDat 5.1@8%, LBTC 7.5*@4%)"
USD Farms,9SEURC,Ethereum,Lagoon,4.71867,4.7645,VERIFIED,4.703,on-chain (7d realized),,Med-High (5.8),"score 5.8; strategy book leg 6.8 (Lagoon - 9Summit~USDC 5.9†@57%, Aave v3 - Supply~Aave 8.0†@43%); -1 tvl<1M"
USD Farms,Prime,Ethereum,Aave V4,4.71549,5.83136,VERIFIED,4.143,yieldz (base),,Med-Low (6.4),"score 6.4; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); pool collateral leg 8.4 (tBTC 9.0@45%, rETH 8.3*@34%, FBTC 7.3*@4%, weETH 7.0@4%, cbETH 8.3*@4%, XAUt 5.5@3%, LINK 8.0*@2%, BTC.b 7.4@1%, wstETH 8.5*@1%); pool collateral leg governs; -1 tvl<1M; -1 util 93%"
USD Farms,wsrUSD/AUSD,Monad,Curvance,4.70898,4.40105,VERIFIED,2.773,curvance on-chain,,Med-High (4.5),"score 4.5; AUSD 6.1 (pharos 6.3, tid 6.0); collateral leg 4.5 (wsrUSD 4.5@100%); collateral leg governs"
USD Farms,SKYMONEYUSDSFLAGSHIP,Ethereum,Morpho Blue,4.64397,4.69271,VERIFIED,0.479,yieldz (base),,Low (8.1),"score 8.1; allocation leg 8.1 (cbBTC 8.5*@50%, PT-sUSDS-26NOV2026→sUSDS 7.1@30%, wstETH 8.5*@20%)"
USD Farms,Moo Curve USDS-stUSDS,Ethereum,Beefy,4.58413,4.55553,VERIFIED,4.615,beefy-api,,Med-Low (7.4),"score 7.4; USDS 8.3 (credora 8.4, pharos 8.0, tid 7.5, yearn 9.6); STUSDS 7.4 (pharos 7.4); worst leg: STUSDS"
USD Farms,PRESTOUSDCF,Ethereum,Morpho Blue,4.55504,5.28667,VERIFIED,4.65,yieldz (base),,High (2.5),score 2.5; allocation leg 3.0 (wFalconX unrated@100%); -0.5 concentrated book 100%
USD Farms,USDE,Base,Morpho Blue,4.5,4.5,VERIFIED,4.053,on-chain (7d realized),,Med-Low (6.8),"score 6.8; USDE 6.8 (pharos 7.2, tid 6.5)"
ETH Farms,Curve,Ethereum,Stake DAO,4.4637,4.03786,VERIFIED,4.354,on-chain (curve vp 7d),,High (1.0),score 1.0; WETH 9.0*; YNETHX unrated 3.0; worst leg: YNETHX; -1 tvl<1M; -1 pool 92% in ynETHx
ETH Farms,ynETHx/ETH,Ethereum,Convex Finance,4.46,5.82,VERIFIED,4.354,on-chain (curve vp 7d),,High (1.0),score 1.0; WETH 9.0*; YNETHX unrated 3.0; worst leg: YNETHX; -1 tvl<1M; -1 pool 92% in ynETHx
USD Farms,Aave Mantle USDT0,Mantle,Aave V3,4.45801,4.45782,VERIFIED,2.926,yieldz (base),,Med-Low (7.1),"score 7.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0)"
ETH Farms,For LP | Maturity 26NOV2026,Ethereum,Pendle,4.45121,4.39248,VERIFIED,3.497,pendle-api,,High,unrated: internal signals only
USD Farms,GTUSDCCORE,Ethereum,Morpho Blue,4.42689,4.88253,VERIFIED,5.561,yieldz (base),,High (0.6),"score 0.6; allocation leg 1.6 (PT-apyUSD-5NOV2026→apyUSD 1.4@33%, apyUSD 1.9@28%, PT-apyUSD-27AUG2026→apyUSD 1.4@23%, PT-apxUSD-5NOV2026→apxUSD 1.8@14%, PT-apxUSD-27AUG2026→apxUSD 1.8@1%); -1 util 99%"
USD Farms,sfrxUSD/frxUSD,Ethereum,Convex Finance,4.40848,3.9236,VERIFIED,2.389,on-chain (curve vp 7d),,Med-Low (6.1),"score 6.1; FRXUSD 6.1 (pharos 6.9, tid 5.5); FRXUSD 6.1 (pharos 6.9, tid 5.5)"
USD Farms,USDC Horizon yVault,Base,Yearn Finance,4.40818,4.38692,VERIFIED,4.409,ydaemon,,Med-High (5.0),"score 5.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); strategy book leg 6.5 (Morpho Yearn Morpho Va† 6.5†@100%); strategy book leg governs; -1 tvl<1M; -0.5 concentrated book 100%"
USD Farms,DTUSDC,Base,Lagoon,4.36237,4.36237,VERIFIED,4.335,on-chain (7d realized),,High (3.0),"score 3.0; strategy book leg 4.0 (f(x) Protocol - f(x) USD S unrated@70%, Detrade - DeTrad~USDC 6.5†@16%, Morpho Vault - C~USDC 6.5†@8%, Morpho Vault - D~USDC 6.5†@3%); -1 tvl<1M"
USD Farms,Core,Avalanche,Aave V4,4.35831,2.61678,VERIFIED,6,merkl (reward APR),,Med-Low (6.1),"score 6.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); -1 tvl<1M"
USD Farms,SKYMONEYUSDSRISKCAPITAL,Ethereum,Morpho Blue,4.35798,4.20269,VERIFIED,4.346,yieldz (base),,Med-Low (6.9),score 6.9; allocation leg 7.4 (stUSDS 7.4@100%); -0.5 concentrated book 100%
USD Farms,BBQUSDC,Base,Morpho Blue,4.35567,4.40488,VERIFIED,3.997,yieldz (base),,Med-Low (7.8),"score 7.8; BBQUSDC 8.3 (pharos 8.3); allocation leg 8.5 (cbBTC 8.5*@94%, WETH 9.0*@5%, cbETH 8.3*@1%); -0.5 concentrated book 94%"
USD Farms,For LP | Maturity 22OCT2026,Ethereum,Pendle,4.35422,4.14263,VERIFIED,4.36,pendle-api,,Med-Low (6.7),"score 6.7; SRUSDE 6.7 (pharos 5.2, yearn 8.5)"
ETH Farms,Stake DAO alETH-WETH Vault,Arbitrum,Stake DAO,4.35051,4.31916,VERIFIED,4.312,curve-api (total),,High (1.0),score 1.0; WETH 9.0*; ALETH unrated 3.0; worst leg: ALETH; -1 tvl<1M; -1 pool 87% in alETH
USD Farms,OUSD/USDC,Ethereum,Curve DEX,4.3259,4.10859,VERIFIED,4.341,curve-api (total),,Med-Low (6.5),"score 6.5; OUSD 6.5 (pharos 6.6, tid 5.0, yearn 8.8); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: OUSD"
ETH Farms,alETH-WETH,Arbitrum,Curve DEX,4.31914,4.26129,VERIFIED,4.312,curve-api (total),,High (1.0),score 1.0; WETH 9.0*; ALETH unrated 3.0; worst leg: ALETH; -1 tvl<1M; -1 pool 87% in alETH
USD Farms,GTDAICORE,Ethereum,Morpho Blue,4.29653,4.34062,VERIFIED,4.3,on-chain (7d realized),,Med-High,unrated: internal signals only
USD Farms,For buying PT-srUSDe-22OCT2026,Ethereum,Pendle,4.26739,4.21368,VERIFIED,4.273,pendle-api,,Med-High (5.7),"score 5.7; SRUSDE 6.7 (pharos 5.2, yearn 8.5); -0.5 PT wrapper; -0.5 PT liquidity <5M"
USD Farms,frxUSD/sUSDS,Ethereum,Curve DEX,4.248189999999999,3.95634,VERIFIED,2.186,curve-api (total),,Med-Low (6.1),"score 6.1; FRXUSD 6.1 (pharos 6.9, tid 5.5); SUSDS 7.6 (pharos 7.8, tid 7.5); worst leg: FRXUSD"
USD Farms,SOL/BTC Market,Solana,Kamino Lend,4.24742,5.52061,VERIFIED,4.192,kamino-api,,Med-Low (6.1),"score 6.1; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); market reserves leg 8.0 (SOL 8.5*@24%, dSOL 7.3*@24%, USDC 9.0@10%, JITOSOL 8.0*@9%, cbBTC 8.5*@5%, JupSOL 7.8*@5%, USDG 7.3@5%, PYUSD 7.7@3%, hSOL 7.3*@3%, MSOL 8.0*@2%); -1 tvl<1M"
USD Farms,ARMUSDCP,Ethereum,Morpho Blue,4.24615,4.28051,VERIFIED,4.198,yieldz (base),,Low (8.5),"score 8.5; allocation leg 8.5 (cbBTC 8.5*@71%, WBTC 8.5*@25%, wstETH 8.5*@4%)"
